Gear,Flag,Year,Region,Annual-Catch-Estimate,Aggregate-Data-Area,Aggregate-Data-Time,Aggregate-Data-catch-recs,Operational-Data-catch-recs,Length-Data-Area1,Length-Data-Time1,Length-Data-Size-int1,Length-Data-Samples1,Length-Data-Area2,Length-Data-Time2,Length-Data-Size-int2,Length-Data-Samples2
L,AU,2013,WCPFC,489,5x5,MON,102,2439,5x5,MON,1,839,...,...,...,0
L,AU,2014,WCPFC,490,5x5,MON,116,2595,5x5,MON,1,433,...,...,...,0
L,AU,2015,WCPFC,785,5x5,MON,112,3419,5x5,MON,1,405,...,...,...,0
L,BZ,1995,WCPFC,35,5x5,MON,19,204,10x20,MON,1,19,5x5,MON,1,14
L,BZ,1996,WCPFC,49,5x5,MON,22,322,10x20,MON,1,443,...,...,...,0
L,BZ,1997,WCPFC,21,5x5,MON,26,221,10x20,MON,1,609,...,...,...,0
L,BZ,1998,WCPFC,48,5x5,MON,38,282,10x20,MON,1,546,5x5,MON,1,94
L,BZ,1999,WCPFC,141,5x5,MON,62,506,10x20,MON,1,405,...,...,...,0
L,BZ,2001,WCPFC,1322,5x5,MON,82,361,10x20,MON,1,62,...,...,...,0
L,BZ,2002,WCPFC,812,5x5,MON,107,529,10x20,MON,1,20,5x5,MON,1,18
L,BZ,2003,WCPFC,782,5x5,MON,75,371,5x5,MON,1,123,...,...,...,0
L,BZ,2004,WCPFC,297,5x5,MON,60,696,5x5,MON,1,1229,10x20,MON,1,34
L,BZ,2005,WCPFC,425,5x5,MON,104,2034,5x5,MON,1,1822,10x20,MON,1,81
L,BZ,2006,WCPFC,254,5x5,MON,69,1348,5x5,MON,1,2161,10x20,MON,1,14
L,BZ,2010,WCPFC,89,5x5,MON,9,0,5x5,MON,1,86,...,...,...,0
L,BZ,2013,WCPFC,217,5x5,MON,22,32,5x5,MON,1,73,...,...,...,0
L,BZ,2014,WCPFC,0,5x5,MON,1,1,5x5,MON,1,2,...,...,...,0
L,BZ,2015,WCPFC,0,...,...,0,0,5x5,MON,1,84,...,...,...,0
L,BZ,2016,WCPFC,0,5x5,MON,1,0,5x5,MON,1,212,...,...,...,0
L,BZ,2017,WCPFC,0,...,...,0,0,5x5,MON,1,168,...,...,...,0
L,CK,1995,WCPFC,14,5x5,MON,26,156,5x5,MON,1,2,...,...,...,0
L,CK,1996,WCPFC,3,5x5,MON,9,54,5x5,MON,1,4,...,...,...,0
L,CK,2002,WCPFC,56,5x5,MON,55,460,5x5,MON,1,76,...,...,...,0
L,CK,2003,WCPFC,204,5x5,MON,100,1928,5x5,MON,1,1100,...,...,...,0
L,CK,2004,WCPFC,394,5x5,MON,104,2566,5x5,MON,1,424,...,...,...,0
L,CK,2005,WCPFC,220,5x5,MON,112,2202,5x5,MON,1,330,...,...,...,0
L,CK,2006,WCPFC,166,5x5,MON,140,2299,5x5,MON,1,432,...,...,...,0
L,CK,2007,WCPFC,238,5x5,MON,136,1984,5x5,MON,1,447,...,...,...,0
L,CK,2008,WCPFC,292,5x5,MON,125,1767,5x5,MON,1,251,...,...,...,0
L,CK,2009,WCPFC,217,5x5,MON,121,1777,5x5,MON,1,295,...,...,...,0
L,CK,2010,WCPFC,319,5x5,MON,112,1634,5x5,MON,1,372,...,...,...,0
L,CK,2011,WCPFC,925,5x5,MON,88,1987,5x5,MON,1,400,...,...,...,0
L,CK,2012,WCPFC,1624,5x5,MON,106,2148,5x5,MON,1,351,...,...,...,0
L,CK,2013,WCPFC,208,5x5,MON,123,1576,5x5,MON,1,1269,...,...,...,0
L,CK,2014,WCPFC,184,5x5,MON,110,1402,5x5,MON,1,791,...,...,...,0
L,CK,2015,WCPFC,151,5x5,MON,102,1254,5x5,MON,1,415,...,...,...,0
L,CK,2016,WCPFC,183,5x5,MON,148,2053,5x5,MON,1,637,...,...,...,0
L,CK,2017,WCPFC,298,5x5,MON,147,2499,5x5,MON,1,1281,...,...,...,0
L,CK,2018,WCPFC,197,5x5,MON,147,2526,5x5,MON,1,1176,...,...,...,0
L,CK,2019,WCPFC,124,5x5,MON,131,1538,5x5,MON,1,508,...,...,...,0
L,CK,2020,WCPFC,97,5x5,MON,135,1395,5x5,MON,1,39,...,...,...,0
L,CK,2021,WCPFC,83,5x5,MON,97,1102,5x5,MON,1,163,...,...,...,0
L,CK,2022,WCPFC,75,5x5,MON,70,804,5x5,MON,1,19,...,...,...,0
L,CK,2023,WCPFC,9,5x5,MON,37,157,5x5,MON,1,71,...,...,...,0
L,CN,1991,WCPFC,526,5x5,MON,31,2977,5x5,MON,1,147,...,...,...,0
L,CN,1992,WCPFC,1400,5x5,MON,49,7140,5x5,MON,1,2279,...,...,...,0
L,CN,1993,WCPFC,3664,5x5,MON,116,22964,5x5,MON,1,22697,...,...,...,0
L,CN,1994,WCPFC,7846,5x5,MON,190,35104,5x5,MON,1,48758,...,...,...,0
L,CN,1995,WCPFC,4744,5x5,MON,190,30000,5x5,MON,1,35142,...,...,...,0
L,CN,1996,WCPFC,3261,5x5,MON,186,19599,5x5,MON,1,32785,...,...,...,0
L,CN,1997,WCPFC,2243,5x5,MON,133,11155,5x5,MON,1,24948,...,...,...,0
L,CN,1998,WCPFC,1836,5x5,MON,111,7110,5x5,MON,1,26017,...,...,...,0
L,CN,1999,WCPFC,1805,5x5,MON,92,9978,5x5,MON,1,19778,...,...,...,0
L,CN,2000,WCPFC,1981,5x5,MON,135,10999,5x5,MON,1,18415,...,...,...,0
L,CN,2001,WCPFC,2227,5x5,MON,230,10271,5x5,MON,1,14125,...,...,...,0
L,CN,2002,WCPFC,2312,5x5,MON,362,7102,5x5,MON,1,7943,...,...,...,0
L,CN,2003,WCPFC,8965,5x5,MON,412,9060,5x5,MON,1,8833,...,...,...,0
L,CN,2004,WCPFC,11748,5x5,MON,530,7721,5x5,MON,1,8811,...,...,...,0
L,CN,2005,WCPFC,7520,5x5,MON,405,6690,5x5,MON,1,4843,...,...,...,0
L,CN,2006,WCPFC,13378,5x5,MON,363,8931,5x5,MON,1,31199,...,...,...,0
L,CN,2007,WCPFC,10535,5x5,MON,461,12116,5x5,MON,1,47594,...,...,...,0
L,CN,2008,WCPFC,10798,5x5,MON,204,9231,5x5,MON,1,26903,...,...,...,0
L,CN,2009,WCPFC,15289,5x5,MON,334,14133,5x5,MON,1,4848,...,...,...,0
L,CN,2010,WCPFC,13924,5x5,MON,430,14655,5x5,MON,1,24170,...,...,...,0
L,CN,2011,WCPFC,11139,5x5,MON,547,17967,5x5,MON,1,40266,...,...,...,0
L,CN,2012,WCPFC,11324,5x5,MON,1253,22137,5x5,MON,1,34302,...,...,...,0
L,CN,2013,WCPFC,10671,5x5,MON,668,22565,5x5,MON,1,27028,...,...,...,0
L,CN,2014,WCPFC,9370,5x5,MON,690,23568,5x5,MON,1,41476,...,...,...,0
L,CN,2015,WCPFC,8210,5x5,MON,1669,25107,5x5,MON,1,17240,...,...,...,0
L,CN,2016,WCPFC,8195,5x5,MON,1225,26017,5x5,MON,1,14946,...,...,...,0
L,CN,2017,WCPFC,7023,5x5,MON,856,18823,5x5,MON,1,25223,...,...,...,0
L,CN,2018,WCPFC,8695,5x5,MON,1850,20188,5x5,MON,1,15325,...,...,...,0
L,CN,2019,WCPFC,8644,5x5,MON,1137,15782,5x5,MON,1,12203,...,...,...,0
L,CN,2020,WCPFC,7403,5x5,MON,1153,19480,5x5,MON,1,14334,...,...,...,0
L,CN,2021,WCPFC,5493,5x5,MON,1074,9327,5x5,MON,1,6804,...,...,...,0
L,CN,2022,WCPFC,5667,5x5,MON,964,14603,5x5,MON,1,3326,...,...,...,0
L,CN,2023,WCPFC,5393,5x5,MON,1107,11691,5x5,MON,1,9884,...,...,...,0
L,FJ,1992,WCPFC,187,5x5,MON,59,1225,5x5,MON,1,1621,...,...,...,0
L,FJ,1994,WCPFC,249,5x5,MON,81,1943,5x5,MON,1,17,...,...,...,0
L,FJ,1995,WCPFC,378,5x5,MON,57,1782,5x5,MON,1,232,...,...,...,0
L,FJ,1996,WCPFC,593,5x5,MON,71,1155,5x5,MON,1,431,...,...,...,0
L,FJ,1997,WCPFC,409,5x5,MON,165,2454,5x5,MON,1,2477,...,...,...,0
L,FJ,1998,WCPFC,460,5x5,MON,195,3218,5x5,MON,1,4283,...,...,...,0
L,FJ,1999,WCPFC,462,5x5,MON,163,2849,5x5,MON,1,2990,...,...,...,0
L,FJ,2000,WCPFC,687,5x5,MON,226,4190,5x5,MON,1,3073,...,...,...,0
L,FJ,2001,WCPFC,662,5x5,MON,330,5751,5x5,MON,1,3365,...,...,...,0
L,FJ,2002,WCPFC,853,5x5,MON,449,8404,5x5,MON,1,1823,...,...,...,0
L,FJ,2003,WCPFC,889,5x5,MON,465,8124,5x5,MON,1,3901,...,...,...,0
L,FJ,2004,WCPFC,1254,5x5,MON,398,9379,5x5,MON,1,13727,...,...,...,0
L,FJ,2005,WCPFC,721,5x5,MON,394,8658,5x5,MON,1,5403,...,...,...,0
L,FJ,2006,WCPFC,771,5x5,MON,385,9820,5x5,MON,1,4088,...,...,...,0
L,FJ,2007,WCPFC,556,5x5,MON,393,10034,5x5,MON,1,2776,...,...,...,0
L,FJ,2008,WCPFC,671,5x5,MON,348,8600,5x5,MON,1,2655,...,...,...,0
L,FJ,2009,WCPFC,768,5x5,MON,382,9239,5x5,MON,1,2646,...,...,...,0
L,FJ,2010,WCPFC,539,5x5,MON,407,9331,5x5,MON,1,1164,...,...,...,0
L,FJ,2011,WCPFC,1718,5x5,MON,522,13656,5x5,MON,1,858,...,...,...,0
L,FJ,2012,WCPFC,1588,5x5,MON,544,14994,5x5,MON,1,436,...,...,...,0
L,FJ,2013,WCPFC,1018,5x5,MON,558,12834,5x5,MON,1,2926,...,...,...,0
L,FJ,2014,WCPFC,1698,5x5,MON,556,12006,5x5,MON,1,5056,...,...,...,0
L,FJ,2015,WCPFC,1184,5x5,MON,494,10953,5x5,MON,1,5073,...,...,...,0
L,FJ,2016,WCPFC,1396,5x5,MON,486,10855,5x5,MON,1,4866,...,...,...,0
L,FJ,2017,WCPFC,1108,5x5,MON,399,10295,5x5,MON,1,4164,...,...,...,0
L,FJ,2018,WCPFC,891,5x5,MON,346,9619,5x5,MON,1,4328,...,...,...,0
L,FJ,2019,WCPFC,1182,5x5,MON,340,10468,5x5,MON,1,5828,...,...,...,0
L,FJ,2020,WCPFC,736,5x5,MON,312,7917,5x5,MON,1,4923,...,...,...,0
L,FJ,2021,WCPFC,482,5x5,MON,254,6481,5x5,MON,1,2583,...,...,...,0
L,FJ,2022,WCPFC,426,5x5,MON,217,5755,5x5,MON,1,3700,...,...,...,0
L,FJ,2023,WCPFC,688,5x5,MON,266,6228,5x5,MON,1,1909,...,...,...,0
L,FM,1991,WCPFC,12,5x5,MON,8,18,10x20,MON,1,9,5x5,MON,1,5
L,FM,1992,WCPFC,47,5x5,MON,48,274,10x20,MON,1,203,...,...,...,0
L,FM,1993,WCPFC,40,5x5,MON,58,265,10x20,MON,1,368,...,...,...,0
L,FM,1994,WCPFC,72,5x5,MON,50,349,10x20,MON,1,505,5x5,MON,1,57
L,FM,1995,WCPFC,51,5x5,MON,54,320,5x5,MON,1,350,10x20,MON,1,254
L,FM,1996,WCPFC,79,5x5,MON,46,314,10x20,MON,1,831,5x5,MON,1,659
L,FM,1997,WCPFC,185,5x5,MON,63,730,10x20,MON,1,2861,5x5,MON,1,566
L,FM,1998,WCPFC,521,5x5,MON,71,1394,10x20,MON,1,5573,5x5,MON,1,335
L,FM,1999,WCPFC,617,5x5,MON,86,1405,10x20,MON,1,1671,5x5,MON,1,385
L,FM,2000,WCPFC,895,5x5,MON,107,2124,10x20,MON,1,5223,5x5,MON,1,685
L,FM,2001,WCPFC,651,5x5,MON,112,1879,10x20,MON,1,5997,5x5,MON,1,479
L,FM,2002,WCPFC,759,5x5,MON,90,1739,5x5,MON,1,7593,10x20,MON,1,942
L,FM,2003,WCPFC,656,5x5,MON,81,2004,5x5,MON,1,4144,10x20,MON,1,198
L,FM,2004,WCPFC,542,5x5,MON,106,2890,5x5,MON,1,3263,10x20,MON,1,187
L,FM,2005,WCPFC,182,5x5,MON,72,1133,5x5,MON,1,1447,10x20,MON,1,87
L,FM,2006,WCPFC,172,5x5,MON,64,1043,5x5,MON,1,7156,10x20,MON,1,140
L,FM,2007,WCPFC,1395,5x5,MON,87,1038,5x5,MON,1,7746,10x20,MON,1,753
L,FM,2008,WCPFC,970,5x5,MON,115,2530,5x5,MON,1,6951,10x20,MON,1,952
L,FM,2009,WCPFC,1395,5x5,MON,120,3164,5x5,MON,1,3259,10x20,MON,1,761
L,FM,2010,WCPFC,1113,5x5,MON,126,3811,5x5,MON,1,11702,10x20,MON,1,1684
L,FM,2011,WCPFC,1500,5x5,MON,122,2470,5x5,MON,1,14406,10x20,MON,1,2183
L,FM,2012,WCPFC,1700,5x5,MON,144,3505,5x5,MON,1,11555,10x20,MON,1,884
L,FM,2013,WCPFC,1270,5x5,MON,143,2941,5x5,MON,1,11509,10x20,MON,1,317
L,FM,2014,WCPFC,2488,5x5,MON,125,2824,5x5,MON,1,19245,10x20,MON,1,2453
L,FM,2015,WCPFC,2296,5x5,MON,201,6186,5x5,MON,1,13374,...,...,...,0
L,FM,2016,WCPFC,1869,5x5,MON,203,3990,5x5,MON,1,12308,...,...,...,0
L,FM,2017,WCPFC,2134,5x5,MON,193,3812,5x5,MON,1,7683,10x20,MON,1,142
L,FM,2018,WCPFC,3107,5x5,MON,237,7739,5x5,MON,1,11166,...,...,...,0
L,FM,2019,WCPFC,3559,5x5,MON,247,5102,5x5,MON,1,16631,10x20,MON,1,68
L,FM,2020,WCPFC,2158,5x5,MON,333,8866,5x5,MON,1,21276,...,...,...,0
L,FM,2021,WCPFC,1606,5x5,MON,247,6774,5x5,MON,1,10346,...,...,...,0
L,FM,2022,WCPFC,1375,5x5,MON,215,4735,5x5,MON,1,8492,...,...,...,0
L,FM,2023,WCPFC,1220,5x5,MON,214,4491,5x5,MON,1,7716,...,...,...,0
L,ID,2006,WCPFC,4651,5x5,MON,106,315,5x5,MON,1,361,10x20,MON,1,62
L,ID,2007,WCPFC,3955,5x5,MON,76,25,5x5,MON,1,34,...,...,...,0
L,ID,2010,WCPFC,3380,5x5,MON,72,0,5x10,MON,1,425,...,...,...,0
L,ID,2011,WCPFC,4714,5x5,MON,92,542,5x10,MON,1,316,...,...,...,0
L,ID,2012,WCPFC,5371,5x5,MON,110,900,5x10,MON,1,67,...,...,...,0
L,ID,2017,WCPFC,1446,5x5,MON,72,0,5x10,MON,1,209,...,...,...,0
L,ID,2018,WCPFC,6178,5x5,MON,72,0,5x10,MON,1,397,...,...,...,0
L,ID,2019,WCPFC,4976,5x5,MON,72,0,5x10,MON,1,919,...,...,...,0
L,ID,2020,WCPFC,2839,5x5,MON,72,0,5x10,MON,1,457,...,...,...,0
L,ID,2021,WCPFC,2658,5x5,MON,72,0,5x10,MON,1,499,...,...,...,0
L,ID,2022,WCPFC,2600,5x5,MON,72,695,5x10,MON,1,42,...,...,...,0
L,ID,2023,WCPFC,587,5x5,MON,72,703,5x10,MON,1,275,...,...,...,0
L,JP,1948,WCPFC,0,...,...,0,0,4x10,QTR,2,571,...,...,...,0
L,JP,1949,WCPFC,0,...,...,0,0,4x10,QTR,2,4628,...,...,...,0
L,JP,1950,WCPFC,17463,5x5,MON,38,0,4x10,QTR,2,11372,...,...,...,0
L,JP,1951,WCPFC,11895,5x5,MON,72,0,4x10,QTR,2,16214,...,...,...,0
L,JP,1952,WCPFC,23342,5x5,MON,557,0,4x10,QTR,2,33805,...,...,...,0
L,JP,1953,WCPFC,21783,5x5,MON,711,0,4x10,QTR,2,32955,...,...,...,0
L,JP,1954,WCPFC,14956,5x5,MON,938,0,4x10,QTR,2,54528,...,...,...,0
L,JP,1955,WCPFC,23752,5x5,MON,1297,0,4x10,QTR,2,103581,...,...,...,0
L,JP,1957,WCPFC,34725,5x5,MON,1350,0,4x10,QTR,2,22919,...,...,...,0
L,JP,1958,WCPFC,43653,5x5,MON,1522,0,4x10,QTR,2,36358,...,...,...,0
L,JP,1959,WCPFC,39169,5x5,MON,1511,0,4x10,QTR,2,22557,...,...,...,0
L,JP,1962,WCPFC,33632,5x5,MON,2191,42,4x10,QTR,2,3055,...,...,...,0
L,JP,1963,WCPFC,40061,5x5,MON,2653,4211,4x10,QTR,2,3769,...,...,...,0
L,JP,1964,WCPFC,28525,5x5,MON,2674,3928,4x10,QTR,2,2467,...,...,...,0
L,JP,1965,WCPFC,26293,5x5,MON,2626,4205,5x10,QTR,2,22776,10x20,QTR,2,30
L,JP,1966,WCPFC,27229,5x5,MON,2707,4751,5x10,QTR,2,25354,...,...,...,0
L,JP,1967,WCPFC,26316,5x5,MON,2787,5619,5x10,QTR,2,35620,10x20,QTR,2,82
L,JP,1968,WCPFC,20610,5x5,MON,2599,2751,5x10,QTR,2,36853,10x20,QTR,2,8
L,JP,1969,WCPFC,25761,5x5,MON,3212,1422,5x10,QTR,2,40831,...,...,...,0
L,JP,1970,WCPFC,29524,5x5,MON,3292,584,5x10,QTR,2,45486,10x20,QTR,2,206
L,JP,1971,WCPFC,32672,5x5,MON,2942,373,5x10,QTR,2,47968,10x20,QTR,2,98
L,JP,1972,WCPFC,42590,5x5,MON,2852,56,5x10,QTR,2,46052,10x20,QTR,2,250
L,JP,1973,WCPFC,32731,5x5,MON,2897,0,5x10,QTR,2,34493,10x20,QTR,2,205
L,JP,1974,WCPFC,38269,5x5,MON,3063,0,5x10,QTR,2,21939,10x20,QTR,2,157
L,JP,1975,WCPFC,39910,5x5,MON,2806,0,5x10,QTR,2,24915,10x20,QTR,2,229
L,JP,1976,WCPFC,48077,5x5,MON,3213,0,5x10,QTR,2,32762,10x20,QTR,2,82
L,JP,1977,WCPFC,51156,5x5,MON,3033,0,5x10,QTR,2,47058,10x20,QTR,2,356
L,JP,1978,WCPFC,44459,5x5,MON,3088,344,5x10,QTR,2,41329,...,...,...,0
L,JP,1979,WCPFC,47446,5x5,MON,3153,15628,5x10,QTR,2,51023,5x5,MON,1,1
L,JP,1980,WCPFC,44172,5x5,MON,3105,25630,5x10,QTR,2,37638,...,...,...,0
L,JP,1981,WCPFC,35204,5x5,MON,3196,33419,5x10,QTR,2,32042,...,...,...,0
L,JP,1982,WCPFC,38343,5x5,MON,3078,34715,5x10,QTR,2,39314,5x5,MON,1,12
L,JP,1983,WCPFC,36934,5x5,MON,2912,23534,5x10,QTR,2,44450,...,...,...,0
L,JP,1984,WCPFC,42002,5x5,MON,2986,32944,5x10,QTR,2,38263,10x20,QTR,2,100
L,JP,1985,WCPFC,44027,5x5,MON,2820,33071,5x10,QTR,2,38862,10x20,QTR,2,225
L,JP,1986,WCPFC,43342,5x5,MON,2807,20168,5x10,QTR,2,43888,...,...,...,0
L,JP,1987,WCPFC,47443,5x5,MON,2849,18492,5x10,QTR,2,46162,5x5,MON,1,22
L,JP,1988,WCPFC,47800,5x5,MON,2767,22176,5x10,QTR,2,39406,5x5,MON,1,27
L,JP,1989,WCPFC,47337,5x5,MON,2829,27471,5x10,QTR,2,42931,5x5,MON,1,8
L,JP,1990,WCPFC,50088,5x5,MON,2726,25631,5x10,QTR,2,57176,5x5,MON,1,147
L,JP,1991,WCPFC,37819,5x5,MON,2745,20241,5x10,QTR,2,81093,5x5,MON,1,690
L,JP,1992,WCPFC,45376,5x5,MON,2702,19780,5x10,QTR,2,83035,10x20,MON,1,994
L,JP,1993,WCPFC,38178,5x5,MON,2715,19180,5x10,QTR,2,72944,10x20,MON,1,1016
L,JP,1994,WCPFC,36166,5x5,MON,2349,18250,5x10,QTR,2,83183,10x20,MON,1,4776
L,JP,1995,WCPFC,29993,5x5,MON,2430,24829,5x10,QTR,2,80391,10x20,MON,1,3836
L,JP,1996,WCPFC,26731,5x5,MON,2233,16666,5x10,QTR,2,82278,5x5,MON,1,12622
L,JP,1997,WCPFC,30665,5x5,MON,2144,13019,5x10,QTR,2,77354,5x5,MON,1,9380
L,JP,1998,WCPFC,32931,5x5,MON,2147,10606,5x10,QTR,2,77331,10x20,MON,1,7631
L,JP,1999,WCPFC,28765,5x5,MON,2021,15631,5x10,QTR,2,61590,10x20,MON,1,780
L,JP,2000,WCPFC,27853,5x5,MON,2025,13633,5x10,QTR,2,58586,10x20,MON,1,3447
L,JP,2001,WCPFC,27466,5x5,MON,2041,9780,5x10,QTR,2,64650,10x20,MON,1,1067
L,JP,2002,WCPFC,29574,5x5,MON,1997,6887,5x10,QTR,2,81322,10x20,MON,1,385
L,JP,2003,WCPFC,26110,5x5,MON,2203,11300,10x10,QTR,2,24955,10x20,MON,1,462
L,JP,2004,WCPFC,29248,5x5,MON,1931,9586,10x10,QTR,2,40941,5x5,MON,1,434
L,JP,2005,WCPFC,23021,5x5,MON,1851,10554,5x10,QTR,2,37177,5x5,MON,1,1595
L,JP,2006,WCPFC,25685,5x5,MON,1828,13053,5x10,QTR,2,65924,10x20,QTR,2,7504
L,JP,2007,WCPFC,26076,5x5,MON,1723,12316,5x10,QTR,2,50357,10x20,QTR,2,9557
L,JP,2008,WCPFC,20942,5x5,MON,1621,10705,10x20,QTR,1,33941,...,...,...,0
L,JP,2009,WCPFC,17653,5x5,MON,1536,7778,10x20,QTR,1,33694,5x5,MON,1,257
L,JP,2010,WCPFC,16619,5x5,MON,1682,10943,10x20,QTR,1,20576,...,...,...,0
L,JP,2011,WCPFC,17722,5x5,MON,1793,10738,10x20,QTR,1,27514,...,...,...,0
L,JP,2012,WCPFC,16917,5x5,MON,1774,10762,10x20,QTR,1,28502,...,...,...,0
L,JP,2013,WCPFC,12991,5x5,MON,1590,9190,10x20,QTR,1,31136,5x5,MON,1,87
L,JP,2014,WCPFC,15564,5x5,MON,1484,8480,10x20,QTR,1,42207,5x5,MON,1,722
L,JP,2015,WCPFC,14316,5x5,MON,1395,14025,10x20,QTR,1,39724,5x5,MON,1,11237
L,JP,2016,WCPFC,11467,5x5,MON,1297,12190,10x20,QTR,1,19689,5x5,MON,1,8479
L,JP,2017,WCPFC,11471,5x5,MON,1319,12180,10x20,QTR,1,36505,5x5,MON,1,11599
L,JP,2018,WCPFC,12005,5x5,MON,1360,12839,10x20,QTR,1,38745,5x5,MON,1,10700
L,JP,2019,WCPFC,10639,5x5,MON,1169,12104,10x20,QTR,1,38026,5x5,MON,1,19605
L,JP,2020,WCPFC,8862,5x5,MON,1179,7943,10x20,QTR,1,18067,5x5,MON,1,1031
L,JP,2021,WCPFC,8305,5x5,MON,1027,7499,10x20,QTR,1,5054,5x5,MON,1,12
L,JP,2022,WCPFC,6561,5x5,MON,935,6361,10x20,QTR,1,3046,...,...,...,0
L,JP,2023,WCPFC,7535,5x5,MON,808,7250,5x5,MON,1,19,...,...,...,0
L,KI,2008,WCPFC,44,5x5,MON,17,144,5x5,MON,1,458,...,...,...,0
L,KI,2010,WCPFC,3,...,...,0,0,5x5,MON,1,51,...,...,...,0
L,KI,2013,WCPFC,582,5x5,MON,90,917,5x5,MON,1,166,...,...,...,0
L,KI,2015,WCPFC,556,5x5,MON,52,470,5x5,MON,1,842,...,...,...,0
L,KI,2016,WCPFC,603,5x5,MON,147,2014,5x5,MON,1,726,...,...,...,0
L,KI,2017,WCPFC,287,5x5,MON,179,1964,5x5,MON,1,634,...,...,...,0
L,KI,2018,WCPFC,423,5x5,MON,40,843,5x5,MON,1,266,...,...,...,0
L,KI,2019,WCPFC,1292,5x5,MON,105,2220,5x5,MON,1,2969,...,...,...,0
L,KI,2020,WCPFC,1570,5x5,MON,229,4835,5x5,MON,1,1530,...,...,...,0
L,KI,2021,WCPFC,625,5x5,MON,202,2971,5x5,MON,1,1275,...,...,...,0
L,KI,2022,WCPFC,2707,5x5,MON,267,5695,5x5,MON,1,1200,...,...,...,0
L,KI,2023,WCPFC,3806,5x5,MON,283,7369,5x5,MON,1,7575,...,...,...,0
L,KR,1992,WCPFC,18089,5x5,MON,828,5516,10x20,MON,1,5898,5x5,MON,1,38
L,KR,1993,WCPFC,13912,5x5,MON,784,6613,10x20,MON,1,320,5x5,MON,1,49
L,KR,1995,WCPFC,18849,5x5,MON,785,19922,10x20,MON,1,17,...,...,...,0
L,KR,1996,WCPFC,13006,5x5,MON,695,13920,10x20,MON,1,100,...,...,...,0
L,KR,1997,WCPFC,15891,5x5,MON,665,9697,10x20,MON,1,100,5x5,MON,1,27
L,KR,1998,WCPFC,27429,5x5,MON,817,11566,5x5,MON,1,566,...,...,...,0
L,KR,1999,WCPFC,22387,5x5,MON,806,21250,10x20,MON,1,175,5x5,MON,1,124
L,KR,2000,WCPFC,23867,5x5,MON,646,21031,10x20,MON,1,319,5x5,MON,1,33
L,KR,2001,WCPFC,22172,5x5,MON,651,19252,10x20,MON,1,149,...,...,...,0
L,KR,2002,WCPFC,28533,5x5,MON,708,15686,5x5,MON,1,2255,10x20,MON,1,441
L,KR,2003,WCPFC,17151,5x5,MON,926,12084,10x20,MON,1,8,...,...,...,0
L,KR,2005,WCPFC,15622,5x5,MON,781,8491,5x5,MON,1,1266,...,...,...,0
L,KR,2006,WCPFC,12489,5x5,MON,712,9914,5x5,MON,1,4449,...,...,...,0
L,KR,2007,WCPFC,10054,5x5,MON,623,12811,5x5,MON,1,2981,...,...,...,0
